record_id,timestamp,wafer_id,lot_id,process_node_nm,required_time_ns,arrival_time_ns,temperature_c,leakage_power_mw,dynamic_power_mw,routing_utilization,overflow_count,defect_density,test_time_sec,test_coverage_pct,fail_rate_pct,good_chips,total_chips,center_defect_score,edge_defect_score,scratch_score,cluster_score,slack_ns,yield_pct,congestion_score
3524,2026-01-03 10:44:00,WAFER_24,LOT_24,3,5.799,6.471,69.696,17.993,89.122,93.256,10,6.791,252.746,88.945,1.753,981,1000,0.402,0.632,0.538,0.299,-0.672,93.58487558251426,65.116
3525,2026-01-03 10:45:00,WAFER_25,LOT_25,3,1.68,9.441,64.222,58.545,143.796,74.145,46,6.19,266.736,90.127,13.315,939,1000,0.579,0.041,0.196,0.67,-7.761,90.69951429801867,68.894
3526,2026-01-03 10:46:00,WAFER_26,LOT_26,14,5.053,9.145,68.316,16.827,27.245,78.296,48,0.782,303.716,82.664,1.605,848,1000,0.615,0.579,0.715,0.277,-4.092,79.47078353045853,72.492
3527,2026-01-03 10:47:00,WAFER_27,LOT_27,7,7.751,3.764,71.585,41.111,141.538,35.373,43,5.725,369.572,84.384,3.572,969,1000,0.72,0.551,0.534,0.14,3.987,94.5562456485875,42.342
3528,2026-01-03 10:48:00,WAFER_28,LOT_28,14,6.94,6.368,81.92,56.207,51.302,66.926,12,4.368,38.17,90.21,2.964,836,1000,0.957,0.187,0.189,0.741,0.572,79.16432299994428,48.902
3529,2026-01-03 10:49:00,WAFER_29,LOT_29,5,6.581,1.816,69.516,55.299,57.738,62.595,7,0.114,245.289,82.817,1.345,782,1000,0.839,0.933,0.65,0.484,4.765,78.2,43.837
3530,2026-01-03 10:50:00,WAFER_30,LOT_30,3,8.776,9.969,64.938,15.717,111.907,80.176,62,6.695,167.638,87.496,14.137,793,1000,0.852,0.084,0.641,0.952,-1.193,74.31163583938505,80.014
3531,2026-01-03 10:51:00,WAFER_31,LOT_31,7,1.644,4.962,70.133,8.099,163.329,59.489,21,1.066,353.264,89.827,15.426,739,1000,0.558,0.052,0.955,0.062,-3.318,70.0,48.118
3532,2026-01-03 10:52:00,WAFER_32,LOT_32,5,5.956,4.858,65.539,76.841,108.329,97.501,37,2.729,73.524,83.819,10.709,748,1000,0.144,0.861,0.264,0.479,1.098,74.8,80.026
3533,2026-01-03 10:53:00,WAFER_33,LOT_33,5,7.799,3.967,63.726,70.333,120.321,77.893,26,0.254,383.881,83.169,14.946,881,1000,0.635,0.84,0.548,0.251,3.832,88.1,62.33
3534,2026-01-03 10:54:00,WAFER_34,LOT_34,3,5.831,5.515,56.257,12.364,142.021,77.235,25,2.139,69.603,82.291,11.541,913,1000,0.406,0.396,0.321,0.505,0.316,91.3,61.453
3535,2026-01-03 10:55:00,WAFER_35,LOT_35,3,4.091,3.467,74.764,16.467,54.085,93.838,22,3.886,55.731,90.687,11.708,913,1000,0.032,0.975,0.298,0.043,0.624,91.3,70.895
3536,2026-01-03 10:56:00,WAFER_36,LOT_36,3,2.59,4.674,67.744,85.333,150.63,98.693,64,6.333,158.6,84.628,15.143,849,1000,0.195,0.975,0.506,0.04,-2.084,76.86298107251909,92.95
3537,2026-01-03 10:57:00,WAFER_37,LOT_37,5,8.601,8.839,84.629,74.222,81.053,47.661,73,6.735,417.89,94.326,1.744,993,1000,0.759,0.125,0.715,0.536,-0.238,91.88947771728559,63.83
3538,2026-01-03 10:58:00,WAFER_38,LOT_38,7,5.266,9.176,58.079,94.654,39.861,86.874,46,2.908,273.521,90.824,1.119,956,1000,0.631,0.479,0.605,0.353,-3.91,93.02642521444123,77.168
3539,2026-01-03 10:59:00,WAFER_39,LOT_39,2,8.525,3.981,68.037,27.859,69.52,45.388,60,2.94,30.575,82.339,1.1,928,1000,0.978,0.053,0.117,0.023,4.544,92.8,56.502
3540,2026-01-03 11:00:00,WAFER_40,LOT_40,3,6.187,5.596,93.942,48.902,51.842,64.251,45,1.132,119.706,83.057,7.221,983,1000,0.923,0.358,0.922,0.609,0.591,91.66682230037374,62.013
3541,2026-01-03 11:01:00,WAFER_41,LOT_41,7,6.894,9.563,63.664,26.281,48.881,41.412,3,3.414,79.666,98.428,16.099,889,1000,0.594,0.072,0.709,0.444,-2.669,80.93366892508547,28.268
3542,2026-01-03 11:02:00,WAFER_42,LOT_42,3,7.934,1.516,71.398,61.052,58.036,74.896,30,6.396,20.402,84.226,14.815,957,1000,0.155,0.161,0.579,0.977,6.418,89.99767837289194,62.182
3543,2026-01-03 11:03:00,WAFER_43,LOT_43,5,6.773,9.714,60.626,15.387,40.758,64.985,3,1.166,225.976,95.556,13.337,876,1000,0.336,0.893,0.144,0.832,-2.941,79.05153661037814,43.59
3544,2026-01-03 11:04:00,WAFER_44,LOT_44,14,4.684,3.148,59.167,16.452,123.509,75.237,28,1.849,172.443,86.408,6.986,770,1000,0.233,0.844,0.135,0.73,1.536,77.0,61.504
3545,2026-01-03 11:05:00,WAFER_45,LOT_45,3,5.609,7.65,91.02,11.47,108.599,78.389,72,6.066,265.312,87.756,14.046,839,1000,0.471,0.858,0.293,0.479,-2.041,75.71454235364997,83.353
3546,2026-01-03 11:06:00,WAFER_46,LOT_46,3,7.924,6.709,75.881,67.423,120.235,74.644,78,4.278,106.546,82.444,3.871,857,1000,0.801,0.033,0.923,0.485,1.215,85.7,83.619
3547,2026-01-03 11:07:00,WAFER_47,LOT_47,5,4.489,6.419,75.47,49.467,68.433,53.818,43,2.281,352.421,91.955,10.034,863,1000,0.822,0.569,0.147,0.94,-1.93,78.15320361200682,54.332
3548,2026-01-03 11:08:00,WAFER_48,LOT_48,5,4.605,9.422,55.341,60.596,140.855,88.565,2,5.536,173.265,90.36,12.732,840,1000,0.178,0.774,0.655,0.732,-4.817,75.25163699423511,58.467
3549,2026-01-03 11:09:00,WAFER_49,LOT_49,5,2.266,1.995,77.946,84.137,32.033,70.308,58,0.786,213.162,95.335,1.753,769,1000,0.549,0.692,0.645,0.09,0.271,76.9,71.8
3550,2026-01-03 11:10:00,WAFER_50,LOT_0,7,8.817,4.401,86.732,71.63,107.093,66.35,78,5.844,312.994,98.212,14.885,760,1000,0.677,0.501,0.092,0.436,4.416,70.0,78.227
3551,2026-01-03 11:11:00,WAFER_51,LOT_1,3,2.228,6.275,86.644,46.555,56.827,98.172,52,3.547,86.466,91.804,12.419,953,1000,0.397,0.122,0.707,0.418,-4.047,88.49867521920031,87.212
3552,2026-01-03 11:12:00,WAFER_52,LOT_2,5,6.686,8.951,81.352,93.592,99.694,53.145,10,5.159,124.937,99.046,9.159,773,1000,0.905,0.774,0.476,0.112,-2.265,70.0305744388983,39.044
3553,2026-01-03 11:13:00,WAFER_53,LOT_3,5,4.806,3.121,61.576,46.063,65.018,68.794,5,3.549,81.901,84.652,1.248,742,1000,0.359,0.89,0.501,0.846,1.685,74.2,46.966
3554,2026-01-03 11:14:00,WAFER_54,LOT_4,3,4.745,8.869,77.444,15.121,144.387,78.669,46,1.712,327.233,88.169,11.868,942,1000,0.49,0.268,0.005,0.282,-4.124,89.69429558570626,71.835
3555,2026-01-03 11:15:00,WAFER_55,LOT_5,7,6.936,4.916,81.343,94.339,161.516,43.014,6,4.376,59.009,96.854,7.714,813,1000,0.587,0.54,0.897,0.374,2.02,79.2415829780906,30.659
3556,2026-01-03 11:16:00,WAFER_56,LOT_6,3,2.037,2.851,54.261,7.054,136.239,57.671,67,1.095,215.601,91.904,12.576,995,1000,0.427,0.49,0.61,0.98,-0.814,99.5,67.636
3557,2026-01-03 11:17:00,WAFER_57,LOT_7,5,6.25,8.438,61.666,54.49,39.849,86.308,0,1.602,319.964,91.791,0.811,758,1000,0.964,0.733,0.605,0.682,-2.188,73.49248872741961,56.1
3558,2026-01-03 11:18:00,WAFER_58,LOT_8,3,7.676,1.891,83.77,32.819,56.727,50.153,55,3.758,223.105,90.241,9.856,978,1000,0.76,0.926,0.389,0.806,5.785,97.8,57.349
3559,2026-01-03 11:19:00,WAFER_59,LOT_9,5,8.126,6.045,83.637,50.32,166.291,66.571,76,2.682,223.471,82.334,7.71,978,1000,0.829,0.453,0.702,0.105,2.081,97.8,77.471
3560,2026-01-03 11:20:00,WAFER_60,LOT_10,5,2.864,1.626,56.966,55.284,84.327,75.36,42,5.08,45.47,83.438,7.421,982,1000,0.753,0.462,0.833,0.54,1.238,90.23122859270997,67.884
3561,2026-01-03 11:21:00,WAFER_61,LOT_11,7,8.679,4.493,82.745,26.609,170.001,77.954,27,3.989,333.144,83.602,8.895,903,1000,0.588,0.226,0.495,0.716,4.186,90.3,62.82
3562,2026-01-03 11:22:00,WAFER_62,LOT_12,2,6.749,6.891,75.048,55.117,76.717,81.612,28,2.624,261.603,85.391,2.278,912,1000,0.028,0.179,0.545,0.813,-0.142,91.2,65.648
3563,2026-01-03 11:23:00,WAFER_63,LOT_13,5,8.555,6.45,82.591,73.046,171.802,90.423,17,2.255,287.005,83.688,15.916,789,1000,0.765,0.039,0.208,0.885,2.105,78.9,66.425
3564,2026-01-03 11:24:00,WAFER_64,LOT_14,5,5.382,4.966,67.02,28.986,167.376,60.143,72,6.214,326.32,83.908,12.039,886,1000,0.613,0.818,0.353,0.09,0.416,83.7299182821557,71.493
3565,2026-01-03 11:25:00,WAFER_65,LOT_15,7,5.836,5.205,81.097,39.508,122.29,80.224,61,0.321,244.247,93.4,1.625,827,1000,0.081,0.402,0.468,0.739,0.631,82.7,79.596
3566,2026-01-03 11:26:00,WAFER_66,LOT_16,5,8.852,3.222,83.282,29.142,11.501,81.859,5,4.714,223.449,84.118,1.535,978,1000,0.119,0.073,0.661,0.098,5.63,93.26310555177055,55.458
3567,2026-01-03 11:27:00,WAFER_67,LOT_17,7,8.699,5.468,70.135,78.85,78.057,54.218,15,2.695,285.266,90.324,3.739,906,1000,0.481,0.551,0.932,0.404,3.231,90.6,41.992
3568,2026-01-03 11:28:00,WAFER_68,LOT_18,7,5.085,10.342,74.195,70.248,164.91,96.962,0,2.597,380.003,83.13,4.227,977,1000,0.853,0.335,0.137,0.446,-5.257,91.41101391159398,63.025
3569,2026-01-03 11:29:00,WAFER_69,LOT_19,14,3.695,9.334,66.866,83.408,160.469,90.374,21,4.45,275.399,86.822,8.468,971,1000,0.554,0.971,0.529,0.287,-5.639,94.12016954612423,68.193
3570,2026-01-03 11:30:00,WAFER_70,LOT_20,5,4.645,2.423,92.168,20.304,41.856,53.551,45,5.791,335.329,98.546,9.212,995,1000,0.92,0.448,0.611,0.863,2.222,93.69235694784985,55.058
3571,2026-01-03 11:31:00,WAFER_71,LOT_21,5,4.602,1.292,72.677,11.622,77.861,78.204,61,4.94,212.109,82.555,2.65,803,1000,0.816,0.103,0.825,0.586,3.31,72.45030586434811,78.283
3572,2026-01-03 11:32:00,WAFER_72,LOT_22,7,3.795,10.149,63.858,15.745,152.037,80.939,22,4.573,255.829,97.698,16.555,994,1000,0.631,0.638,0.844,0.141,-6.354,94.42187843233091,62.51
3573,2026-01-03 11:33:00,WAFER_73,LOT_23,14,3.649,6.162,66.126,19.492,108.239,62.615,20,3.399,92.06,95.597,14.056,902,1000,0.313,0.793,0.661,0.373,-2.513,84.5740875495409,49.7
3574,2026-01-03 11:34:00,WAFER_74,LOT_24,14,8.389,6.271,75.394,52.977,154.041,90.28,50,3.217,215.407,98.484,10.843,932,1000,0.853,0.581,0.195,0.079,2.118,93.2,81.182
3575,2026-01-03 11:35:00,WAFER_75,LOT_25,5,2.059,8.651,82.287,92.382,150.516,79.175,37,3.16,79.556,96.085,4.869,762,1000,0.659,0.775,0.78,0.495,-6.592,73.0486493854257,68.114
3576,2026-01-03 11:36:00,WAFER_76,LOT_26,3,6.921,4.084,59.306,37.151,164.272,77.122,27,1.032,206.809,96.789,15.494,852,1000,0.553,0.3,0.579,0.355,2.837,85.2,62.279
3577,2026-01-03 11:37:00,WAFER_77,LOT_27,5,2.883,5.723,94.324,91.266,29.927,49.134,43,3.827,45.981,83.928,5.496,923,1000,0.501,0.531,0.961,0.322,-2.84,85.14154034451673,51.287
3578,2026-01-03 11:38:00,WAFER_78,LOT_28,7,4.256,10.493,77.395,8.438,34.687,61.102,38,2.179,250.483,96.956,5.563,831,1000,0.213,0.827,0.953,0.843,-6.237,77.16643382458044,56.816
3579,2026-01-03 11:39:00,WAFER_79,LOT_29,5,1.992,7.587,79.131,88.418,24.078,62.771,41,4.223,134.694,90.54,6.129,908,1000,0.016,0.075,0.552,0.85,-5.595,84.93677233031683,59.251
3580,2026-01-03 11:40:00,WAFER_80,LOT_30,5,3.66,2.507,72.931,21.304,168.996,81.954,41,3.657,356.658,88.293,1.005,909,1000,0.717,0.259,0.943,0.679,1.153,90.9,71.72
3581,2026-01-03 11:41:00,WAFER_81,LOT_31,7,7.647,2.306,74.212,87.123,90.778,74.577,59,6.394,170.505,84.754,1.239,793,1000,0.92,0.627,0.026,0.919,5.341,75.72062298573961,75.025
3582,2026-01-03 11:42:00,WAFER_82,LOT_32,5,8.58,3.002,72.369,10.06,20.935,40.495,56,2.986,387.109,82.012,8.193,910,1000,0.184,0.506,0.916,0.655,5.578,91.0,51.522
3583,2026-01-03 11:43:00,WAFER_83,LOT_33,14,3.272,8.514,85.196,90.34,64.66,54.693,76,4.535,209.155,93.503,15.013,869,1000,0.935,0.77,0.965,0.619,-5.242,78.4788632418158,69.75
3584,2026-01-03 11:44:00,WAFER_84,LOT_34,5,5.208,3.895,73.913,23.072,69.74,65.275,6,4.051,359.549,94.996,16.032,811,1000,0.072,0.178,0.979,0.094,1.313,81.1,45.129
3585,2026-01-03 11:45:00,WAFER_85,LOT_35,5,5.263,1.21,82.438,32.244,147.625,82.151,50,4.67,138.909,88.947,13.232,859,1000,0.552,0.847,0.778,0.01,4.053,81.48911477329416,75.898
3586,2026-01-03 11:46:00,WAFER_86,LOT_36,5,8.489,10.253,69.228,49.185,135.031,82.588,76,1.852,200.641,84.94,6.994,822,1000,0.116,0.619,0.181,0.21,-1.764,73.47159790873098,87.882
3587,2026-01-03 11:47:00,WAFER_87,LOT_37,7,7.602,2.663,76.152,39.265,127.196,66.395,31,1.786,273.466,84.588,5.416,921,1000,0.889,0.203,0.975,0.787,4.939,92.1,57.107
3588,2026-01-03 11:48:00,WAFER_88,LOT_38,3,5.605,1.094,65.157,65.078,13.717,42.484,6,3.828,123.46,85.011,3.824,959,1000,0.103,0.057,0.428,0.929,4.511,95.9,30.315
3589,2026-01-03 11:49:00,WAFER_89,LOT_39,3,6.866,3.324,87.382,92.733,164.818,53.746,75,5.781,282.931,83.006,9.246,780,1000,0.251,0.982,0.471,0.23,3.542,73.60803055478189,68.685
3590,2026-01-03 11:50:00,WAFER_90,LOT_40,14,8.279,3.303,64.829,59.578,46.644,51.3,39,4.91,135.441,88.438,8.305,818,1000,0.806,0.444,0.015,0.169,4.976,73.49781845733585,50.895
3591,2026-01-03 11:51:00,WAFER_91,LOT_41,3,1.576,5.136,70.425,69.934,116.94,84.986,14,3.35,213.717,93.029,8.044,955,1000,0.688,0.268,0.343,0.836,-3.56,89.59035961404429,61.541
3592,2026-01-03 11:52:00,WAFER_92,LOT_42,5,4.723,10.02,70.535,12.92,20.509,46.519,58,1.772,29.348,90.003,5.513,951,1000,0.388,0.18,0.257,0.38,-5.297,92.6513759877415,56.337
3593,2026-01-03 11:53:00,WAFER_93,LOT_43,5,8.758,9.616,70.107,61.503,23.859,64.755,11,5.176,51.273,84.246,9.976,948,1000,0.837,0.244,0.45,0.978,-0.858,86.11973352245698,47.041
3594,2026-01-03 11:54:00,WAFER_94,LOT_44,5,7.423,5.478,81.947,45.846,11.628,77.926,76,6.302,110.84,96.609,10.413,963,1000,0.636,0.49,0.269,0.961,1.945,91.97194415430768,84.852
3595,2026-01-03 11:55:00,WAFER_95,LOT_45,7,5.843,5.027,70.517,84.72,106.208,96.746,41,1.488,342.597,87.138,14.903,938,1000,0.26,0.853,0.447,0.334,0.816,93.8,81.335
3596,2026-01-03 11:56:00,WAFER_96,LOT_46,3,5.737,6.439,89.333,39.939,116.995,98.951,38,5.444,284.154,92.788,12.992,765,1000,0.74,0.208,0.148,0.56,-0.702,70.0,81.418
3597,2026-01-03 11:57:00,WAFER_97,LOT_47,5,4.282,3.386,64.997,66.151,18.579,95.987,62,1.214,377.379,86.398,5.742,775,1000,0.333,0.368,0.952,0.68,0.896,71.54006973290721,90.292
3598,2026-01-03 11:58:00,WAFER_98,LOT_48,5,5.664,1.511,75.863,25.534,59.382,80.968,1,6.13,381.884,92.65,6.576,937,1000,0.816,0.797,0.664,0.64,4.153,89.99023765265878,53.079
3599,2026-01-03 11:59:00,WAFER_99,LOT_49,7,6.743,10.204,65.466,28.344,154.747,82.772,28,4.384,169.869,84.321,4.224,898,1000,0.782,0.664,0.988,0.975,-3.461,86.81815531226182,66.402
3600,2026-01-03 12:00:00,WAFER_100,LOT_0,3,4.847,2.83,78.631,38.851,27.222,83.589,60,1.272,167.012,93.733,3.07,846,1000,0.309,0.029,0.005,0.359,2.017,84.6,81.333
3601,2026-01-03 12:01:00,WAFER_101,LOT_1,5,7.213,2.944,73.825,32.366,46.813,90.207,28,0.295,354.297,92.26,2.029,954,1000,0.104,0.25,0.836,0.726,4.269,95.4,71.235
3602,2026-01-03 12:02:00,WAFER_102,LOT_2,3,8.39,5.63,72.294,27.849,82.147,95.914,37,4.739,190.577,91.295,0.773,944,1000,0.821,0.127,0.084,0.581,2.76,90.75869312395035,78.994
3603,2026-01-03 12:03:00,WAFER_103,LOT_3,3,2.737,5.818,87.073,9.47,153.187,63.525,6,4.141,362.881,85.886,7.217,943,1000,0.364,0.041,0.774,0.521,-3.081,88.48523258721042,43.991
3604,2026-01-03 12:04:00,WAFER_104,LOT_4,3,5.112,1.181,66.802,80.307,53.324,61.657,29,4.176,222.372,91.472,16.313,748,1000,0.325,0.947,0.922,0.148,3.931,74.8,53.127
3605,2026-01-03 12:05:00,WAFER_105,LOT_5,3,4.764,2.45,80.452,10.787,179.513,64.47,55,3.305,189.885,98.058,9.239,906,1000,0.018,0.621,0.141,0.754,2.314,90.6,66.656
3606,2026-01-03 12:06:00,WAFER_106,LOT_6,7,7.0,4.706,65.541,84.863,70.395,77.228,35,4.197,131.628,84.242,12.668,983,1000,0.726,0.542,0.956,0.398,2.294,98.3,65.948
3607,2026-01-03 12:07:00,WAFER_107,LOT_7,5,3.499,7.701,75.24,16.292,75.696,84.629,41,5.944,70.595,94.597,6.882,931,1000,0.274,0.86,0.436,0.129,-4.202,87.5433247419222,73.459
3608,2026-01-03 12:08:00,WAFER_108,LOT_8,14,6.622,3.239,60.849,10.874,30.758,90.715,3,6.476,230.361,84.035,6.658,868,1000,0.436,0.591,0.344,0.011,3.383,82.9103741372042,60.315
3609,2026-01-03 12:09:00,WAFER_109,LOT_9,14,8.52,5.146,66.712,55.67,125.634,64.197,4,2.375,150.09,88.053,2.303,723,1000,0.9,0.578,0.796,0.149,3.374,72.3,43.528
3610,2026-01-03 12:10:00,WAFER_110,LOT_10,5,4.845,6.462,73.096,50.22,51.389,58.256,45,3.343,119.776,94.241,5.238,890,1000,0.125,0.202,0.853,0.69,-1.617,85.90009205040752,58.116
3611,2026-01-03 12:11:00,WAFER_111,LOT_11,3,8.788,9.708,93.961,49.211,116.907,97.935,74,1.893,87.864,92.028,15.802,940,1000,0.038,0.62,0.837,0.749,-0.92,89.54534543589143,96.958
3612,2026-01-03 12:12:00,WAFER_112,LOT_12,5,9.445,4.195,75.109,56.705,47.937,49.841,1,2.828,175.449,94.141,8.435,802,1000,0.561,0.668,0.624,0.046,5.25,80.2,32.847
3613,2026-01-03 12:13:00,WAFER_113,LOT_13,7,2.349,2.309,92.201,30.835,75.938,49.208,53,5.422,242.349,99.244,3.633,873,1000,0.7,0.881,0.296,0.155,0.04,84.18719848653538,55.835
3614,2026-01-03 12:14:00,WAFER_114,LOT_14,5,3.364,5.795,76.424,64.665,155.634,80.786,58,2.919,354.81,99.356,11.351,888,1000,0.528,0.425,0.277,0.999,-2.431,83.25670901469829,78.611
3615,2026-01-03 12:15:00,WAFER_115,LOT_15,3,9.103,8.318,69.742,50.216,135.614,46.498,32,2.694,348.076,98.376,7.012,984,1000,0.34,0.204,0.229,0.414,0.785,98.4,44.624
3616,2026-01-03 12:16:00,WAFER_116,LOT_16,5,9.167,2.077,90.933,35.127,36.28,60.562,21,5.788,362.025,90.857,14.099,935,1000,0.361,0.569,0.146,0.895,7.09,88.46545317899007,48.815
3617,2026-01-03 12:17:00,WAFER_117,LOT_17,7,2.282,5.162,78.807,79.385,113.31,53.713,46,0.059,250.493,88.105,1.76,894,1000,0.15,0.973,0.393,0.407,-2.88,84.2581589741306,55.613
3618,2026-01-03 12:18:00,WAFER_118,LOT_18,7,1.62,1.174,66.93,70.495,116.869,45.797,5,5.802,243.82,87.005,8.966,832,1000,0.312,0.075,0.856,0.529,0.446,79.3713630734526,32.018
3619,2026-01-03 12:19:00,WAFER_119,LOT_19,3,2.789,1.329,79.176,40.425,25.397,72.101,23,1.275,382.057,92.305,13.66,888,1000,0.759,0.003,0.996,0.876,1.46,88.8,57.216
3620,2026-01-03 12:20:00,WAFER_120,LOT_20,7,9.468,5.733,70.781,81.286,89.187,58.905,48,1.903,135.419,90.119,14.544,988,1000,0.499,0.036,0.694,0.99,3.735,98.8,59.888
3621,2026-01-03 12:21:00,WAFER_121,LOT_21,3,2.94,3.922,52.121,87.823,54.314,64.583,50,2.491,78.18,99.802,6.859,905,1000,0.891,0.831,0.156,0.071,-0.982,90.5,64.479
3622,2026-01-03 12:22:00,WAFER_122,LOT_22,3,5.52,9.282,84.296,53.318,89.412,47.535,40,5.994,53.11,91.587,12.649,961,1000,0.168,0.001,0.674,0.632,-3.762,93.44651057392936,48.898
3623,2026-01-03 12:23:00,WAFER_123,LOT_23,14,8.287,6.901,86.044,24.346,142.102,84.143,66,6.184,372.418,87.889,16.424,905,1000,0.442,0.222,0.275,0.468,1.386,84.39622869255257,84.393
3624,2026-01-03 12:24:00,WAFER_124,LOT_24,3,1.663,5.449,94.217,87.421,36.904,55.142,78,4.513,168.709,93.384,10.648,938,1000,0.702,0.982,0.718,0.539,-3.786,84.98202589003908,70.942
3625,2026-01-03 12:25:00,WAFER_125,LOT_25,3,6.336,4.998,78.644,22.053,30.962,56.934,1,3.016,219.491,82.783,13.835,973,1000,0.272,0.746,0.236,0.202,1.338,97.3,37.457
3626,2026-01-03 12:26:00,WAFER_126,LOT_26,2,3.716,5.873,71.264,9.358,55.784,51.138,77,3.534,341.224,83.983,9.839,880,1000,0.267,0.219,0.164,0.894,-2.157,81.31810288665781,67.89
3627,2026-01-03 12:27:00,WAFER_127,LOT_27,14,8.399,1.396,83.185,34.474,171.887,62.802,42,3.968,169.267,93.88,13.476,746,1000,0.106,0.222,0.634,0.287,7.003,74.6,59.721
3628,2026-01-03 12:28:00,WAFER_128,LOT_28,7,3.768,9.749,83.348,70.427,137.13,64.669,31,6.489,367.182,84.208,16.004,778,1000,0.893,0.458,0.685,0.139,-5.981,70.0,55.985
3629,2026-01-03 12:29:00,WAFER_129,LOT_29,7,6.994,10.783,92.021,88.095,13.307,68.899,11,6.592,148.679,95.522,12.153,797,1000,0.173,0.076,0.185,0.709,-3.789,77.02539438469549,49.734
3630,2026-01-03 12:30:00,WAFER_130,LOT_30,7,6.894,2.779,73.509,62.356,78.171,96.924,22,5.769,312.953,83.108,2.794,874,1000,0.97,0.653,0.512,0.98,4.115,84.97456312301159,72.901
3631,2026-01-03 12:31:00,WAFER_131,LOT_31,3,3.272,2.18,72.179,90.665,53.758,92.9,15,3.99,286.948,92.631,1.576,906,1000,0.449,0.497,0.881,0.24,1.092,90.6,67.135
3632,2026-01-03 12:32:00,WAFER_132,LOT_32,5,1.778,2.407,66.129,13.313,118.485,74.001,43,2.687,100.538,94.145,13.843,903,1000,0.982,0.419,0.685,0.469,-0.629,90.3,67.451
3633,2026-01-03 12:33:00,WAFER_133,LOT_33,5,4.774,7.478,79.912,10.468,88.08,37.49,1,1.604,69.799,95.955,4.541,881,1000,0.04,0.49,0.676,0.065,-2.704,80.73747431019589,24.818
3634,2026-01-03 12:34:00,WAFER_134,LOT_34,3,3.814,7.482,56.969,59.377,173.965,74.185,6,3.658,64.622,97.854,14.904,939,1000,0.567,0.272,0.724,0.333,-3.668,88.71721991121706,50.92
3635,2026-01-03 12:35:00,WAFER_135,LOT_35,5,7.972,9.31,82.537,91.95,47.226,40.739,20,2.383,280.366,87.589,3.495,935,1000,0.691,0.214,0.35,0.806,-1.338,85.71162595465584,35.48
3636,2026-01-03 12:36:00,WAFER_136,LOT_36,14,7.903,8.368,80.466,50.245,109.936,80.462,57,0.541,25.178,94.873,15.506,864,1000,0.516,0.069,0.206,0.882,-0.465,86.4,77.95
3637,2026-01-03 12:37:00,WAFER_137,LOT_37,2,5.156,5.407,80.436,9.636,129.036,59.965,22,3.264,284.27,83.445,13.728,968,1000,0.57,0.625,0.734,0.234,-0.251,96.8,48.877
3638,2026-01-03 12:38:00,WAFER_138,LOT_38,5,6.352,7.006,75.52,24.91,150.346,88.613,59,3.905,332.786,96.853,15.005,975,1000,0.538,0.494,0.812,0.547,-0.654,97.5,84.148
3639,2026-01-03 12:39:00,WAFER_139,LOT_39,3,6.334,7.745,90.863,27.031,79.185,95.322,24,4.176,141.004,97.935,4.109,720,1000,0.149,0.711,0.896,0.785,-1.411,70.0,72.759
3640,2026-01-03 12:40:00,WAFER_140,LOT_40,3,8.117,6.025,83.592,35.407,126.777,61.695,34,0.548,318.28,95.401,14.959,885,1000,0.532,0.894,0.795,0.018,2.092,88.5,55.402
3641,2026-01-03 12:41:00,WAFER_141,LOT_41,14,4.9,5.661,67.322,8.924,61.544,64.476,44,3.311,86.155,87.036,10.071,745,1000,0.542,0.993,0.346,0.212,-0.761,74.5,61.709
3642,2026-01-03 12:42:00,WAFER_142,LOT_42,5,3.704,7.322,67.519,86.44,84.031,72.769,6,4.477,404.196,83.116,1.611,916,1000,0.356,0.227,0.467,0.037,-3.618,89.07744462096966,50.0
3643,2026-01-03 12:43:00,WAFER_143,LOT_43,5,3.62,6.463,64.324,51.401,162.257,47.616,68,6.537,112.826,89.547,15.841,915,1000,0.607,0.168,0.78,0.127,-2.843,86.3236299869837,61.55
3644,2026-01-03 12:44:00,WAFER_144,LOT_44,7,5.79,7.311,80.064,65.384,171.484,94.349,31,0.219,215.346,86.844,3.47,835,1000,0.412,0.912,0.538,0.178,-1.521,76.83746959185557,75.277
3645,2026-01-03 12:45:00,WAFER_145,LOT_45,3,5.093,7.006,62.998,11.046,132.199,62.712,52,4.615,412.199,91.49,3.787,777,1000,0.755,0.402,0.557,0.03,-1.913,72.0841571716601,64.163
3646,2026-01-03 12:46:00,WAFER_146,LOT_46,5,5.021,8.048,85.917,9.87,73.64,45.677,68,0.471,382.855,89.05,12.028,741,1000,0.038,0.803,0.943,0.438,-3.027,70.58009888307807,60.29
3647,2026-01-03 12:47:00,WAFER_147,LOT_47,5,2.229,7.299,88.553,57.782,149.41,83.815,24,1.122,283.786,84.434,9.995,988,1000,0.01,0.135,0.958,0.413,-5.07,90.33111445140602,65.28
3648,2026-01-03 12:48:00,WAFER_148,LOT_48,5,7.249,6.093,64.331,84.857,14.397,49.026,76,1.22,167.677,96.977,15.37,816,1000,0.524,0.295,0.761,0.292,1.156,81.6,66.067
3649,2026-01-03 12:49:00,WAFER_149,LOT_49,14,3.21,7.682,71.959,52.563,27.467,44.186,1,2.27,300.035,97.478,5.357,729,1000,0.989,0.011,0.81,0.318,-4.472,70.0,29.171
3650,2026-01-03 12:50:00,WAFER_150,LOT_0,7,3.076,5.405,74.183,84.004,122.434,71.024,60,5.661,204.109,96.555,0.901,993,1000,0.445,0.99,0.264,0.537,-2.329,93.61457203706605,73.166
